State,Date,Hourly Demand Met (in MW)
Uttar Pradesh - 2018,19-Jan 2am,11390.34
Uttar Pradesh - 2018,19-Jan 3am,11367.65
Uttar Pradesh - 2018,19-Jan 4am,11637.66
Uttar Pradesh - 2018,19-Jan 5am,12433.17
Uttar Pradesh - 2018,19-Jan 6am,13876.78
Uttar Pradesh - 2018,19-Jan 7am,14739.77
Uttar Pradesh - 2018,19-Jan 8am,14423.00
Uttar Pradesh - 2018,19-Jan 9am,14084.32
Uttar Pradesh - 2018,19-Jan 10am,14288.45
Uttar Pradesh - 2018,19-Jan 11am,13496.31
Uttar Pradesh - 2018,19-Jan 12pm,13275.45
Uttar Pradesh - 2018,19-Jan 1pm,12483.50
Uttar Pradesh - 2018,19-Jan 2pm,12349.90
Uttar Pradesh - 2018,19-Jan 3pm,12369.65
Uttar Pradesh - 2018,19-Jan 4pm,12680.41
Uttar Pradesh - 2018,19-Jan 5pm,12868.68
Uttar Pradesh - 2018,19-Jan 6pm,14319.16
Uttar Pradesh - 2018,19-Jan 7pm,13822.45
Uttar Pradesh - 2018,19-Jan 8pm,13377.80
Uttar Pradesh - 2018,19-Jan 9pm,13245.87
Uttar Pradesh - 2018,19-Jan 10pm,12692.55
Uttar Pradesh - 2018,19-Jan 11pm,12217.21
Uttar Pradesh - 2018,20-Jan 12am,12025.33
Uttar Pradesh - 2018,20-Jan 1am,11608.65
Uttar Pradesh - 2018,20-Jan 2am,11369.61
Uttar Pradesh - 2018,20-Jan 3am,11349.17
Uttar Pradesh - 2018,20-Jan 4am,11642.45
Uttar Pradesh - 2018,20-Jan 5am,12583.11
Uttar Pradesh - 2018,20-Jan 6am,14156.44
Uttar Pradesh - 2018,20-Jan 7am,14775.46
Uttar Pradesh - 2018,20-Jan 8am,13980.62
Uttar Pradesh - 2018,20-Jan 9am,13497.83
Uttar Pradesh - 2018,20-Jan 10am,13528.13
Uttar Pradesh - 2018,20-Jan 11am,13297.74
Uttar Pradesh - 2018,20-Jan 12pm,13096.61
Uttar Pradesh - 2018,20-Jan 1pm,12517.09
